https://doi.org/10.1016/j.sab.2021.106098
m/z	Analyte Element Ion	Element Overlap Ion Contains	Overlap ion	Ion type
10	B	Be	9Be1H	hydride
11	B	C	12C wing	carbide
23	Na	Ca	46Ca++	doubly charged
23	Na	Li	7Li16O	oxide
23	Na	Li	6Li16O1H	hydroxide
23	Na	Li	6Li17O	oxide
23	Na	Ti	46Ti++	doubly charged
23	Na	Ti	47Ti++	doubly charged
24	Mg	C	12C12C	carbide
24	Mg	Ca	48Ca++	doubly charged
24	Mg	Li	7Li16O1H	hydroxide
24	Mg	Li	7Li17O	oxide
24	Mg	B	10B14N	nitride
24	Mg	Li	6Li18O	oxide
24	Mg	Li	6Li17O1H	hydroxide
24	Na	Ti	47Ti++	doubly charged
24	Mg	Ti	48Ti++	doubly charged
24	Mg	Ti	49Ti++	doubly charged
24	Mg	N	10B14N	nitride
25	Mg	Li	7Li18O	oxide
25	Mg	Be	9Be16O	oxide
25	Mg	C	12C13C	carbide
25	Mg	C	12C12C1H	carbide
25	Mg	Li	7Li17O1H	hydroxide
25	Mg	Li	6Li18O1H	hydroxide
25	Mg	Mg	24Mg1H	hydride
25	Mg	Ti	49Ti++	doubly charged
25	Mg	Ti	50Ti++	doubly charged
25	Mg	V	50V++	doubly charged
25	Mg	V	51V++	doubly charged
25	Mg	Cr	50Cr++	doubly charged
25	Mg	B	11B14N	nitride
25	Mg	N	11B14N	nitride
26	Mg	V	51V++	doubly charged
26	Mg	B	10B16O	oxide
26	Mg	Be	9Be16O1H	hydroxide
26	Mg	Be	9Be17O	oxide
26	Mg	C	12C14N	nitride
26	Mg	C	12C13C1H	hydride
26	Mg	C	13C13C	carbide
26	Mg	C	12C12C1H1H	carbide
26	Mg	Li	7Li18O1H	hydroxide
26	Mg	Cr	52Cr++	doubly charged
26	Mg	Mg	25Mg1H	hydride
26	Mg	Cr	53Cr++	doubly charged
26	Mg	N	12C14N	nitride
27	Al	Be	9Be17O1H	hydroxide
27	Al	Be	9Be18O	oxide
27	Al	B	10B16O1H	hydroxide
27	Al	B	9B18O	oxide
27	Al	B	11B16O	oxide
27	Al	B	10B17O	oxide
27	Al	C	12C15N	nitride
27	Al	C	13C14N	nitride
27	Al	C	12C14N1H	hydride
27	Al	Cr	53Cr++	doubly charged
27	Al	Cr	54Cr++	doubly charged
27	Al	Fe	54Fe++	doubly charged
27	Al	Mn	55Mn++	doubly charged
27	Al	Mg	26Mg1H	hydride
27	Al	N	12C15N	nitride
27	Al	N	13C14N	nitride
28	Si	Be	9Be18O1H	hydroxide
28	Si	Fe	57Fe++	doubly charged
28	Si	Fe	56Fe++	doubly charged
28	Si	Mn	55Mn++	doubly charged
28	Si	B	11B17O	oxide
28	Si	B	10B18O	oxide
28	Si	B	11B16O1H	hydroxide
28	Si	B	10B17O1H	hydroxide
28	Si	C	12C16O	oxide
28	Si	N	14N14N	nitride
29	Si	Fe	58Fe++	doubly charged
29	Si	Fe	57Fe++	doubly charged
29	Si	B	11B18O	oxide
29	Si	B	11B17O1H	hydroxide
29	Si	B	10B18O1H	hydroxide
29	Si	C	13C16O	oxide
29	Si	C	12C17O	oxide
29	Si	C	12C16O1H	hydroxide
29	Si	N	14N15N	nitride
29	Si	N	14N14N1H	hydride
29	Si	Si	28Si1H	hydride
30	Si	B	11B18O1H	hydroxide
30	Si	C	12C18O	oxide
30	Si	C	13C17O	oxide
30	Si	C	13C16O1H	hydroxide
30	Si	C	12C16O1H1H	other polyatomic
30	Si	N	15N15N	nitride
30	Si	N	14N16O	oxide
30	Si	N	14N15N1H	hydride
30	Si	N	14N141H1H	other polyatomic
30	Si	Si	29Si1H	hydride
31	P	N	14N16O1H	hydroxide
31	P	N	15N15N1H	hydride
31	P	C	13C18O	oxide
31	P	C	12C18O1H	hydroxide
31	P	C	13C17O1H	hydroxide
31	P	N	15N16O	oxide
31	P	N	14N17O	oxide
31	P	Si	30Si1H	hydride
32	S	O	16O16O	dioxide
32	S	N	14N17O1H	hydroxide
32	S	N	15N17O	oxide
32	S	N	14N18O	oxide
33	S	N	14N18O1H	hydroxide
33	S	N	15N17O1H	hydroxide
33	S	N	15N18O	oxide
33	S	O	16O17O	dioxide
33	S	N	15N15N1H1H	other polyatomic
33	S	C	13C18O1H	hydroxide
33	S	C	12C18O1H1H	other polyatomic
33	S	C	13C17O1H1H	other polyatomic
33	S	S	32S1H	hydride
33	S	O	16O17O	dioxide
33	S	O	16O16O1H	hydroxide
34	S	N	15N18O1H	hydroxide
34	S	O	16O17O1H	hydroxide
34	S	C	13C18O1H1H	other polyatomic
34	S	O	17O17O	dioxide
34	S	O	16O18O	dioxide
34	S	S	33S1H	hydride
34	S	O	16O18O	dioxide
34	S	O	16O17O1H	hydroxide
35	Cl	O	16O18O1H	hydroxide
35	Cl	S	34S1H	hydride
36	S	Cl	1H35Cl	hydride
37	Cl	Ar	36Ar1H	hydride
37	Cl	S	36S1H	hydride
38	Ar	Cl	1H37Cl	hydride
38	Ar	Ar	36Ar1H1H	other polyatomic
39	K	Na	23Na16O	oxide
39	K	Ar	38Ar1H	hydride
40	Ca	Ar	40Ar	argide
40	K	Ar	40Ar	argide
40	K	Ar	38Ar1H1H	other polyatomic
40	Ca	Ar	38Ar1H1H	other polyatomic
40	Ca	Na	23Na17O	oxide
40	K	Na	23Na17O	oxide
40	Ca	Mg	24Mg16O	oxide
40	K	Mg	24Mg16O	oxide
40	K	Ca	40Ca	elemental
40	Ar	K	40K	elemental
40	Ca	K	40K	elemental
41	K	Ar	40Ar1H	hydride
41	K	Na	23Na18O	oxide
41	K	Mg	25Mg16O	oxide
42	Ca	Ar	40Ar1H1H	other polyatomic
42	Ca	C	12C14N16O	other polyatomic
42	Ca	B	10B16O16O	dioxide
42	Ca	Sr	84Sr++	doubly charged
42	Ca	Mg	26Mg16O	oxide
42	Ca	N	12C14N16O	other polyatomic
43	Ca	Al	27Al16O	oxide
43	Ca	B	10B16O17O	dioxide
43	Ca	B	11B16O16O	dioxide
43	Ca	B	10B16O16OH	other polyatomic
43	Ca	C	12C14N17O	other polyatomic
43	Ca	C	12C15N16O	other polyatomic
43	Ca	C	13C14N16O	other polyatomic
43	Ca	Ca	42Ca1H	hydride
43	Ca	Sr	86Sr++	doubly charged
43	Ca	Sr	87Sr++	doubly charged
43	Ca	N	12C14N17O	other polyatomic
43	Ca	N	12C15N16O	other polyatomic
43	Ca	N	13C14N16O	other polyatomic
44	Ca	Al	27Al16O1H	hydroxide
44	Ca	Al	27Al17O	oxide
44	Ca	B	10B17O17O	dioxide
44	Ca	B	11B16O17O	dioxide
44	Ca	B	10B16O17O1H	other polyatomic
44	Ca	B	11B16O16O1H	other polyatomic
44	Ca	C	12C15N17O	other polyatomic
44	Ca	C	12C14N18O	other polyatomic
44	Ca	C	13C15N16O	other polyatomic
44	Ca	C	13C14N17O	other polyatomic
44	Ca	C	12C16O16O	other polyatomic
44	Ca	N	14N14N16O	other polyatomic
44	Ca	Si	28Si16O	oxide
44	Ca	Sr	87Sr++	doubly charged
44	Ca	Sr	88Sr++	doubly charged
44	Ca	Y	89Y++	doubly charged
44	Ca	Ca	43Ca1H	hydride
44	Ca	N	12C15N17O	other polyatomic
44	Ca	N	12C14N18O	other polyatomic
44	Ca	N	13C15N16O	other polyatomic
44	Ca	N	13C14N17O	other polyatomic
44	Ca	N	12C16O16O	other polyatomic
45	Sc	Y	89Y++	doubly charged
45	Sc	Al	27Al18O	oxide
45	Sc	Al	27Al17O1H	hydroxide
45	Sc	Be	9Be36Ar	argide
45	Sc	C	12C15N18O	other polyatomic
45	Sc	C	13C15N17O	other polyatomic
45	Sc	C	13C14N18O	other polyatomic
45	Sc	C	13C16O16O	other polyatomic
45	Sc	C	12C16O16O1H	other polyatomic
45	Sc	N	14N14N16O1H	other polyatomic
45	Sc	N	14N15N16O	other polyatomic
45	Sc	Ca	44Ca1H	hydride
45	Sc	Si	28Si17O	oxide
45	Sc	Si	29Si16O	oxide
45	Sc	Si	28Si16O1H	hydroxide
45	Sc	Zr	90Zr++	doubly charged
45	Sc	Zr	91Zr++	doubly charged
45	Sc	Ar	9Be36Ar	argide
45	Sc	N	12C15N18O	other polyatomic
45	Sc	N	13C15N17O	other polyatomic
45	Sc	N	13C14N18O	other polyatomic
46	Ti	Al	27Al18O1H	hydroxide
46	Ti	C	13C15N18O	other polyatomic
46	Ti	C	12C16O18O	other polyatomic
46	Ti	C	12C17O17O	dioxide
46	Ti	C	13C16O17O	dioxide
46	Ti	N	14N16O16O	dioxide
46	Ti	N	14N14N18O	oxide
46	Ti	N	14N15N17O	oxide
46	Ti	N	15N15N16O	oxide
46	Ti	N	14N14N16O1H1H	other polyatomic
46	Ti	Li	6Li40Ar	argide
46	Ti	Mo	92Mo++	doubly charged
46	Ti	Nb	93Nb++	doubly charged
46	Ti	Sc	45Sc1H	hydride
46	Ti	Si	30Si16O	oxide
46	Ti	Si	28Si18O	oxide
46	Ti	Si	29Si17O	oxide
46	Ti	Si	29Si16O1H	hydroxide
46	Ti	Zr	91Zr++	doubly charged
46	Ca	Zr	91Zr++	doubly charged
46	Ti	Zr	92Zr++	doubly charged
46	Ti	S	32S14N	nitride
46	Ca	Al	27Al18O1H	hydroxide
46	Ca	C	13C15N18O	dioxide
46	Ca	C	12C16O18O	dioxide
46	Ca	C	12C17O17O	dioxide
46	Ca	C	13C16O17O	dioxide
46	Ca	N	14N16O16O	dioxide
46	Ca	N	14N14N18O	oxide
46	Ca	N	14N15N17O	oxide
46	Ca	N	15N15N16O	oxide
46	Ca	N	14N14N16O1H1H	other polyatomic
46	Ca	Li	6Li40Ar	argide
46	Ca	Mo	92Mo++	doubly charged
46	Ca	Nb	93Nb++	doubly charged
46	Ca	Sc	45Sc1H	hydride
46	Ca	Si	30Si16O	oxide
46	Ca	Si	28Si18O	oxide
46	Ca	Si	29Si17O	oxide
46	Ca	Si	29Si16O1H	hydroxide
46	Ca	Zr	92Zr++	doubly charged
46	Ca	S	32S14N	nitride
46	Ti	Ca	46Ca	elemental
46	Ca	Ti	46Ti	elemental
46	Ti	Ar	6Li40Ar	argide
46	Ca	Ar	6Li40Ar	argide
46	Ti	N	32S14N	nitride
46	Ca	N	32S14N	nitride
46	Ti	N	13C15N18O	other polyatomic
46	Ti	C	12C16O18O	other polyatomic
47	Ca	Si	30Si17O	oxide
47	Ti	Si	29Si18O	oxide
47	Ti	C	12C35Cl	chloride
47	Ti	S	33S14N	nitride
47	Ti	Ca	46Ca1H	hydride
47	Ti	Li	7Li40Ar	argide
47	Ti	Mo	94Mo++	doubly charged
47	Ti	Mo	95Mo++	doubly charged
47	Ti	N	14N16O16O1H	hydride
47	Ti	N	15N16O16O	dioxide
47	Ti	P	31P16O	oxide
47	Ti	Si	30Si16O1H	hydroxide
47	Ti	Si	28Si19F	fluoride
47	Ti	Zr	94Zr++	doubly charged
47	Ti	Be	9Be36Ar	argide
47	Ti	Ar	7Li40Ar	argide
47	Ti	Ar	9Be36Ar	argide
47	Ti	Cl	12C35Cl	chloride
47	Ti	N	33S14N	nitride
48	Ti	Si	30Si18O	oxide
48	Ca	Si	30Si18O	oxide
48	Ca	Mo	95Mo++	doubly charged
48	Ti	Mo	95Mo++	doubly charged
48	Ti	C	12C12C12C12C	carbide
48	Ti	C	12C36Ar	argide
48	Ti	N	14N16O18O	dioxide
48	Ti	N	14N17O17O	dioxide
48	Ti	N	15N15N18O	oxide
48	Ti	N	14N15N16O1H	other polyatomic
48	Ti	Mo	96Mo++	doubly charged
48	Ti	Mo	97Mo++	doubly charged
48	Ti	P	31P16O1H	hydroxide
48	Ti	P	31P17O	oxide
48	Ti	S	34S14N	nitride
48	Ti	S	32S16O	oxide
48	Ti	Si	29Si19F	fluoride
48	Ti	Si	28Si19F1H	hydride
48	Ti	Zr	96Zr++	doubly charged
48	Ca	C	12C12C12C12C	carbide
48	Ca	C	12C36Ar	argide
48	Ca	N	14N16O18O	dioxide
48	Ca	N	14N17O17O	dioxide
48	Ca	N	15N15N18O	oxide
48	Ca	N	14N15N16O1H	hydroxide
48	Ca	Mo	96Mo++	doubly charged
48	Ca	Mo	97Mo++	doubly charged
48	Ca	P	31P16O1H	hydroxide
48	Ca	P	31P17O	oxide
48	Ca	S	34S14N	nitride
48	Ca	S	32S16O	oxide
48	Ca	Si	29Si19F	fluoride
48	Ca	Si	28Si19F1H	hydride
48	Ca	Zr	96Zr++	doubly charged
48	Ca	Si	28Si19F1H	hydride
48	Ti	Si	28Si19F1H	hydride
48	Ca	Ru	96Ru++	doubly charged
48	Ti	Ru	96Ru++	doubly charged
48	Ti	Ca	48Ca	elemental
48	Ca	Ti	48Ti	elemental
48	Ti	Ar	12C36Ar	argide
48	Ca	Ar	12C36Ar	argide
48	Ti	N	34S14N	nitride
48	Ca	N	34S14N	nitride
49	Ti	Si	29Si19F1H	hydride
49	Ti	Mo	97Mo++	doubly charged
49	Ti	Be	9Be40Ar	argide
49	Ti	Ca	48Ca1H	hydride
49	Ti	Mo	98Mo++	doubly charged
49	Ti	P	31P17O1H	hydroxide
49	Ti	P	31P18O	oxide
49	Ti	S	32S16O1H	hydroxide
49	Ti	S	32S17O	oxide
49	Ti	S	33S16O	oxide
49	Ti	Si	30Si19F	fluoride
49	Ti	Si	29Si19F1H	hydride
49	Ti	Ru	98Ru++	doubly charged
49	Ti	Ru	99Ru++	doubly charged
49	Ti	Ar	9Be40Ar	argide
50	Ti	Si	30Si19F1H	hydride
50	V	Si	30Si19F1H	hydride
50	Cr	Si	30Si19F1H	hydride
50	Cr	Si	30Si19F1H	hydride
50	V	Si	30Si19F1H	hydride
50	Ti	Si	30Si19F1H	hydride
50	V	B	10B40Ar	argide
50	V	C	12C38Ar	argide
50	V	C	12C12C13C13C	carbide
50	V	Mo	100Mo++	doubly charged
50	V	N	36Ar14N	nitride
50	V	P	31P18O1H	hydroxide
50	V	Cl	1H14N35Cl	other polyatomic
50	V	S	36S14N	nitride
50	V	Cl	35Cl15N	nitride
50	V	S	34S16O	oxide
50	V	S	33S17O	oxide
50	V	S	32S18O	oxide
50	V	S	32S17O1H	hydroxide
50	V	S	33S16O1H	hydroxide
50	Ti	B	10B40Ar	argide
50	Ti	C	12C38Ar	argide
50	Ti	C	12C12C13C13C	carbide
50	Ti	Mo	100Mo++	doubly charged
50	Ti	N	36Ar14N	nitride
50	Ti	P	31P18O1H	hydroxide
50	Ti	Cl	1H14N35Cl	other polyatomic
50	Ti	S	36S14N	nitride
50	Ti	Cl	35Cl15N	nitride
50	Ti	S	34S16O	oxide
50	Ti	S	33S17O	oxide
50	Ti	S	32S18O	oxide
50	Ti	S	32S17O1H	hydroxide
50	Ti	S	33S16O1H	hydroxide
50	Cr	B	10B40Ar	argide
50	Cr	C	12C38Ar	argide
50	Cr	C	12C12C13C13C	carbide
50	Cr	Mo	100Mo++	doubly charged
50	Cr	N	36Ar14N	nitride
50	Cr	P	31P18O1H	hydroxide
50	Cr	Cl	1H14N35Cl	other polyatomic
50	Cr	S	36S14N	nitride
50	Cr	Cl	35Cl15N	nitride
50	Cr	S	34S16O	oxide
50	Cr	S	33S17O	oxide
50	Cr	S	32S18O	oxide
50	Cr	S	32S17O1H	hydroxide
50	Cr	S	33S16O1H	hydroxide
50	Ti	Ar	36Ar14N	nitride
50	Cr	Ar	36Ar14N	nitride
50	V	Ar	36Ar14N	nitride
50	Ti	Ru	99Ru++	doubly charged
50	V	Ru	99Ru++	doubly charged
50	Cr	Ru	99Ru++	doubly charged
50	Ti	Ru	100Ru++	doubly charged
50	V	Ru	100Ru++	doubly charged
50	Cr	Ru	100Ru++	doubly charged
50	Ti	Ru	101Ru++	doubly charged
50	V	Ru	101Ru++	doubly charged
50	Cr	Ru	101Ru++	doubly charged
50	Ti	Cr	50Cr	elemental
50	V	Cr	50Cr	elemental
50	V	Ti	50Ti	elemental
50	Cr	Ti	50Ti	elemental
50	Cr	V	50V	elemental
50	Ti	V	50V	elemental
50	V	Ar	10B40Ar	argide
50	V	Ar	12C38Ar	argide
50	Ti	Ar	10B40Ar	argide
50	Ti	Ar	12C38Ar	argide
50	Cr	Ar	10B40Ar	argide
50	Cr	Ar	12C38Ar	argide
50	V	N	36S14N	nitride
50	V	N	35Cl15N	nitride
50	Ti	N	36S14N	nitride
50	Ti	N	35Cl15N	nitride
50	Cr	N	36S14N	nitride
50	Cr	N	35Cl15N	nitride
50	Ti	N	36Ar14N	nitride
50	Cr	N	36Ar14N	nitride
50	V	N	36Ar14N	nitride
50	V	N	1H14N35Cl	other polyatomic
50	Ti	N	1H14N35Cl	other polyatomic
50	Cr	N	1H14N35Cl	other polyatomic
51	V	B	11B40Ar	argide
51	V	Cl	35Cl16O	oxide
51	V	Cl	37Cl14N	nitride
51	V	Ar	36Ar15N	nitride
51	V	Ar	36Ar14N1H	other polyatomic
51	V	Cr	50Cr1H	hydride
51	V	S	34S17O	oxide
51	V	S	33S18O	oxide
51	V	S	34S16O1H	hydroxide
51	V	S	33S17O1H	hydroxide
51	V	S	32S18O1H	hydroxide
51	V	V	50V1H	hydride
51	V	Ru	101Ru++	doubly charged
51	V	Ru	102Ru++	doubly charged
51	V	Ar	11B40Ar	argide
51	V	N	37Cl14N	nitride
51	V	N	36Ar15N	nitride
51	V	N	36Ar14N1H	other polyatomic
52	Cr	C	12C40Ar	carbide
52	Cr	Ar	36Ar16O	oxide
52	Cr	Ar	38Ar14N	nitride
52	Cr	Cl	35Cl16O1H	hydroxide
52	Cr	Cl	35Cl17O	oxide
52	Cr	Cl	37Cl14N1H	other polyatomic
52	Cr	Cl	37Cl15N	nitride
52	Cr	Cl	35Cl17O	oxide
52	Cr	S	36S16O	oxide
52	Cr	S	34S18O	oxide
52	Cr	S	34S17O1H	hydroxide
52	Cr	S	33S18O1H	hydroxide
52	Cr	Rh	103Rh++	doubly charged
52	Cr	Pd	104Pd++	doubly charged
52	Cr	Ru	104Ru++	doubly charged
52	Cr	Pd	105Pd++	doubly charged
52	Cr	V	51V1H	hydride
52	Cr	Ca	40Ca12C	carbide
52	Cr	Ar	36Ar15N1H	other polyatomic
52	Cr	Ar	12C40Ar	carbide
52	Cr	C	40Ca12C	carbide
52	Cr	N	38Ar14N	nitride
52	Cr	N	37Cl15N	nitride
52	Cr	N	37Cl14N1H	other polyatomic
52	Cr	N	36Ar15N1H	other polyatomic
53	Cr	Rh	103Rh++	doubly charged
53	Cr	C	13C40Ar	argide
53	Cr	C	12C12C14N14N1H	other polyatomic
53	Cr	Ar	38Ar14N1H	other polyatomic
53	Cr	Ar	36Ar17O	oxide
53	Cr	Ar	38Ar15N	nitride
53	Cr	Cl	37Cl16O	oxide
53	Cr	Cl	35Cl18O	oxide
53	Cr	Cl	35Cl16O1H1H	other polyatomic
53	Cr	Cl	35Cl17O1H	hydroxide
53	Cr	Cr	52Cr1H	hydride
53	Cr	S	36S17O	oxide
53	Cr	Ar	36Ar16O1H	hydroxide
53	Cr	S	36S16O1H	hydroxide
53	Cr	Cd	106Cd++	doubly charged
53	Cr	Ag	107Ag++	doubly charged
53	Cr	Pd	105Pd++	doubly charged
53	Cr	Pd	106Pd++	doubly charged
53	Cr	S	34S18O1H	hydroxide
53	Cr	K	39K14N	nitride
53	Cr	Ar	38Ar14N1H	hydride
53	Cr	Ar	13C40Ar	argide
53	Cr	N	38Ar15N	nitride
53	Cr	N	39K14N	nitride
53	Cr	N	12C12C14N14N1H	other polyatomic
53	Cr	N	38Ar14N1H	other polyatomic
54	Cr	Ar	40Ar14N	nitride
54	Cr	Ar	36Ar18O	oxide
54	Cr	Ar	38Ar16O	oxide
54	Cr	Ca	42Ca12C	carbide
54	Cr	Ca	40Ca14N	nitride
54	Cr	Cl	35Cl18OH	hydroxide
54	Cr	Cl	37Cl16O1H	hydroxide
54	Cr	Cl	37Cl17O	oxide
54	Cr	K	40K14N	nitride
54	Cr	Pd	108Pd++	doubly charged
54	Cr	Cd	108Cd++	doubly charged
54	Cr	Cr	53Cr1H	hydride
54	Cr	S	36S18O	oxide
54	Cr	S	36S17O1H	hydroxide
54	Fe	Ar	40Ar14N	nitride
54	Fe	Ar	36Ar18O	oxide
54	Fe	Ar	38Ar16O	oxide
54	Fe	Ca	42Ca12C	carbide
54	Fe	Ca	40Ca14N	nitride
54	Fe	Cl	35Cl18OH	hydroxide
54	Fe	Cl	37Cl16O1H	hydroxide
54	Fe	Cl	37Cl17O	oxide
54	Fe	K	40K14N	nitride
54	Fe	Pd	108Pd++	doubly charged
54	Fe	Cd	108Cd++	doubly charged
54	Fe	Cr	53Cr1H	hydride
54	Fe	S	36S18O	oxide
54	Fe	S	36S17O1H	hydroxide
54	Cr	Ar	38Ar15N1H	other polyatomic
54	Fe	Ar	38Ar15N1H	other polyatomic
54	Cr	Ar	36Ar17O1H	hydroxide
54	Fe	Ar	36Ar17O1H	hydroxide
54	Cr	Fe	54Fe	elemental
54	Cr	C	42Ca12C	carbide
54	Fe	C	42Ca12C	carbide
54	Cr	N	40Ar14N	nitride
54	Cr	N	40Ca14N	nitride
54	Cr	N	40K14N	nitride
54	Fe	N	40Ar14N	nitride
54	Fe	N	40Ca14N	nitride
54	Fe	N	40K14N	nitride
54	Cr	N	38Ar15N1H	other polyatomic
54	Fe	N	38Ar15N1H	other polyatomic
55	Mn	K	41K14N	nitride
55	Mn	Ar	40Ar15N	nitride
55	Mn	Ar	36Ar16O1H	hydroxide
55	Mn	Ar	38Ar17O	oxide
55	Mn	Ar	40Ar14N1H	hydride
55	Mn	Ag	109Ag++	doubly charged
55	Mn	Cl	37Cl16O1H1H	other polyatomic
55	Mn	Cl	37Cl17O1H	hydroxide
55	Mn	Na	23Na32S	sulfide
55	Mn	Cl	37Cl17O1H	hydroxide
55	Mn	Cl	37Cl18O	oxide
55	Mn	Cr	54Cr1H	hydride
55	Mn	K	39K16O	oxide
55	Mn	Cd	111Cd++	doubly charged
55	Mn	Cd	110Cd++	doubly charged
55	Mn	Na	23Na16O16O	dioxide
55	Mn	Pd	110Pd++	doubly charged
55	Mn	Fe	54Fe1H	hydride
55	Mn	Ar	36Ar19F	fluoride
55	Mn	S	36S18O1H	hydroxide
55	Mn	Ar	38Ar16O1H	hydroxide
55	Mn	Ca	43Ca12C	carbide
55	Mn	Ca	40Ca15N	nitride
55	Mn	Ar	36Ar18O1H	hydroxide
55	Mn	S	23Na32S	sulfide
55	Mn	C	43Ca12C	carbide
55	Mn	N	41K14N	nitride
55	Mn	N	40Ar15N	nitride
55	Mn	N	40Ca15N	nitride
56	Fe	Cd	111Cd++	doubly charged
56	Fe	Mn	55Mn1H	hydride
56	Fe	Ar	40Ar16O	oxide
56	Fe	Ar	40Ar15N1H	other polyatomic
56	Fe	Ar	38Ar18O	oxide
56	Fe	Ar	38Ar17O1H	hydroxide
56	Fe	Cd	113Cd++	doubly charged
56	Fe	Cd	112Cd++	doubly charged
56	Fe	Sn	112Sn++	doubly charged
56	Fe	Ca	44Ca12C	carbide
56	Fe	Ca	42Ca14N	nitride
56	Fe	Ca	40Ca16O	oxide
56	Fe	Cl	37Cl18O1H	hydroxide
56	Fe	In	113In++	doubly charged
56	Fe	Ca	42Ca14N	nitride
56	Fe	K	39K17O	oxide
56	Fe	K	40K16O	oxide
56	Fe	C	44Ca12C	carbide
56	Fe	N	42Ca14N	nitride
56	Fe	N	42Ca14N	nitride
56	Fe	N	40Ar15N1H	other polyatomic
57	Fe	Cd	113Cd++	doubly charged
57	Fe	Ar	40Ar16O1H	hydroxide
57	Fe	Sn	114Sn++	doubly charged
57	Fe	Sc	45Sc12C	carbide
57	Fe	Sn	115Sn++	doubly charged
57	Fe	Cd	114Cd++	doubly charged
57	Fe	In	115In++	doubly charged
57	Fe	In	113In++	doubly charged
57	Fe	Ar	38Ar18O1H	hydroxide
57	Fe	Ar	40Ar17O	oxide
57	Fe	Ca	40Ca16O1H	hydroxide
57	Fe	Ca	42Ca15N	nitride
57	Fe	Ca	43Ca14N	nitride
57	Fe	Ca	40Ca17O	oxide
57	Fe	K	39K18O	oxide
57	Fe	K	41K16O	oxide
57	Fe	Fe	56Fe1H	hydride
57	Fe	K	40K17O	oxide
57	Fe	Ar	38Ar19F	fluoride
57	Fe	C	45Sc12C	carbide
57	Fe	N	42Ca15N	nitride
57	Fe	N	43Ca14N	nitride
58	Fe	In	115In++	doubly charged
58	Fe	Ar	40Ar18O	oxide
58	Fe	Ar	40Ar17O1H	hydroxide
58	Fe	Fe	57Fe1H	hydride
58	Fe	Ca	42Ca16O	oxide
58	Fe	Mg	24Mg34S	sulfide
58	Fe	Mg	25Mg33S	sulfide
58	Fe	Mg	26Mg32S	sulfide
58	Fe	Ca	44Ca14N	nitride
58	Fe	Ca	43Ca15N	nitride
58	Fe	Ca	40Ca18O	oxide
58	Fe	Ca	40Ca17O1H	hydroxide
58	Fe	Ca	46Ca14C	carbide
58	Fe	Cd	116Cd++	doubly charged
58	Fe	Sn	115Sn++	doubly charged
58	Fe	Sn	116Sn++	doubly charged
58	Fe	Ti	46Ti12C	carbide
58	Fe	Na	23Na35Cl	chloride
58	Fe	K	41K17O	oxide
58	Fe	K	40K18O	oxide
58	Fe	Sn	117Sn++	doubly charged
58	Ni	Ar	40Ar18O	oxide
58	Ni	Ar	40Ar17O1H	hydroxide
58	Ni	Fe	57Fe1H	hydride
58	Ni	Ca	42Ca16O	oxide
58	Ni	Mg	24Mg34S	sulfide
58	Ni	Mg	25Mg33S	sulfide
58	Ni	Mg	26Mg32S	sulfide
58	Ni	Ca	44Ca14N	nitride
58	Ni	Ca	43Ca15N	nitride
58	Ni	Ca	40Ca18O	oxide
58	Ni	Ca	40Ca17O1H	hydroxide
58	Ni	Ca	46Ca14C	carbide
58	Ni	Cd	116Cd++	doubly charged
58	Ni	Sn	115Sn++	doubly charged
58	Ni	Sn	116Sn++	doubly charged
58	Ni	Ti	46Ti12C	carbide
58	Ni	Na	23Na35Cl	chloride
58	Ni	K	41K17O	oxide
58	Ni	K	40K18O	oxide
58	Ni	Sn	117Sn++	doubly charged
58	Ni	Fe	58Fe	elemental
58	Fe	Ni	58Ni	elemental
58	Fe	S	24Mg34S	sulfide
58	Fe	S	25Mg33S	sulfide
58	Fe	S	26Mg32S	sulfide
58	Ni	S	24Mg34S	sulfide
58	Ni	S	25Mg33S	sulfide
58	Ni	S	26Mg32S	sulfide
58	Fe	C	46Ca14C	carbide
58	Fe	C	46Ti12C	carbide
58	Ni	C	46Ca14C	carbide
58	Ni	C	46Ti12C	carbide
58	Fe	Cl	23Na35Cl	chloride
58	Ni	Cl	23Na35Cl	chloride
58	Fe	N	44Ca14N	nitride
58	Fe	N	43Ca15N	nitride
58	Ni	N	44Ca14N	nitride
58	Ni	N	43Ca15N	nitride
59	Co	Fe	58Fe1H	hydride
59	Co	Ca	44Ca15N	nitride
59	Co	Sn	117Sn++	doubly charged
59	Co	Mg	24Mg35Cl	chloride
59	Co	Ca	42Ca16O1H	hydroxide
59	Co	Ca	42Ca17O	oxide
59	Co	Ca	43Ca16O	oxide
59	Co	Ca	40Ca18O1H	hydroxide
59	Co	Na	23Na36Ar	argide
59	Co	K	41K18O	oxide
59	Co	Ar	40Ar19F	fluoride
59	Co	Ar	40Ar18O1H	hydroxide
59	Co	Ni	58Ni1H	hydride
59	Co	Sn	118Sn++	doubly charged
59	Co	Sn	119Sn++	doubly charged
59	Co	Ti	47Ti12C	carbide
59	Co	Ar	23Na36Ar	argide
59	Co	C	47Ti12C	carbide
59	Co	Cl	24Mg35Cl	chloride
59	Co	N	44Ca15N	nitride
60	Ni	Ca	42Ca17O1H	hydroxide
60	Ni	Ti	48Ti12C	carbide
60	Ni	Ti	46Ti14N	nitride
60	Ni	Ca	46Ca14N	nitride
60	Ni	Ca	44Ca16O	oxide
